pid,address_point_id,address,addr_key,local_area,lat_lon
013422227,__FJ1RVI,1961 TOLMIE ST,1961 tolmie st,West Point Grey,"49.26956237979773, -123.2124300070931"
,__FIZYIO,1961 W 14TH AV,1961 w 14th ave,Kitsilano,"49.259331057306454, -123.14985696604747"
011294663,__FJ193W,1961 W 44TH AV,1961 w 44th ave,Kerrisdale,"49.2320104346766, -123.1510679793574"
008275670,__FJ1JYY,1961 W 45TH AV,1961 w 45th ave,Kerrisdale,"49.23104789185658, -123.15110633357176"
015268063,__FIZNBS,1961 W 4TH AV,1961 w 4th ave,Kitsilano,"49.26832816733132, -123.14943008935096"
011089482,__FJ1JJ8,1961 W 54TH AV,1961 w 54th ave,Kerrisdale,"49.22191835365149, -123.1526180957625"
011541628,__FIZYYK,1961 W KING EDWARD AV,1961 w king edward ave,Shaughnessy,"49.2507152869947, -123.15031634331399"
,__FJG6IS,1961 WHYTE AV,1961 whyte ave,Kitsilano,"49.27561113855101, -123.14915664534469"
015210464,__FIYKNY,1962 CHARLES ST,1962 charles st,Grandview-Woodland,"49.27273586354231, -123.06429030189766"
004588398,__FIYLLY,1962 E 2ND AV,1962 e 2nd ave,Grandview-Woodland,"49.2683960401625, -123.0643266703728"
014272822,__FIZE4E,1962 E 35TH AV,1962 e 35th ave,Kensington-Cedar Cottage,"49.23810603211013, -123.06621497574386"
013735322,__FIZF0O,1962 E 37TH AV,1962 e 37th ave,Kensington-Cedar Cottage,"49.23646244903215, -123.06640086685839"
024353426,__FJ24AG,1962 E 39TH AV,1962 e 39th ave,Kensington-Cedar Cottage,"49.234241179408464, -123.06658991156519"
,__FJ0HWE,1962 E 3RD AV,1962 e 3rd ave,Grandview-Woodland,"49.267480850007736, -123.06436031216828"
008659281,__FIZB32,1962 E 49TH AV,1962 e 49th ave,Victoria-Fraserview,"49.224921917248295, -123.06667502203159"
012929689,__FJ281G,1962 E 50TH AV,1962 e 50th ave,Victoria-Fraserview,"49.224032410083495, -123.06672402170503"
012274631,__FIZB44,1962 E 51ST AV,1962 e 51st ave,Victoria-Fraserview,"49.223202582385554, -123.06673320448917"
015288617,__FJ0FVQ,1962 E 5TH AV,1962 e 5th ave,Grandview-Woodland,"49.265670112127566, -123.06440003104846"
010103449,__FIZ8JE,1962 E 61ST AV,1962 e 61st ave,Victoria-Fraserview,"49.214270538977296, -123.06688244970078"
008196338,__FJ0FUU,1962 E 6TH AV,1962 e 6th ave,Grandview-Woodland,"49.26476879265021, -123.06441658903582"
015275744,__FJ0HH0,1962 E 7TH AV,1962 e 7th ave,Grandview-Woodland,"49.2638767152993, -123.06458674168634"
015423042,__FJ26BM,1962 GRANT ST,1962 grant st,Grandview-Woodland,"49.270994395773165, -123.06428791515839"
015421546,__FIYLX6,1962 GRAVELEY ST,1962 graveley st,Grandview-Woodland,"49.27020203401982, -123.06429175181097"
008194343,__FJ0J7M,1962 KINGSWAY,1962 kingsway,Kensington-Cedar Cottage,"49.24509253887129, -123.06568876604646"
013745140,__FIZDLG,1962 KINGSWAY,1962 kingsway,Kensington-Cedar Cottage,"49.244990942225705, -123.06560166054626"
013228501,__FIYKVK,1962 NAPIER ST,1962 napier st,Grandview-Woodland,"49.27460515302855, -123.06411347532709"
014697629,__FIYL64,1962 PARKER ST,1962 parker st,Grandview-Woodland,"49.27544525521116, -123.0642003786246"
015258955,__FJ1Q5O,1962 TURNER ST,1962 turner st,Grandview-Woodland,"49.27887325634667, -123.06429792165338"
,__FIZYBC,1962 W 13TH AV,1962 w 13th ave,Kitsilano,"49.25973799570163, -123.14979154194772"
015227448,__FIZOF8,1962 W 1ST AV,1962 w 1st ave,Kitsilano,"49.27045191378931, -123.14902773691125"
015227413,__FIZOF4,1962 W 1ST AV,1962 w 1st ave,Kitsilano,"49.27045470885176, -123.14923174379788"
015227405,__FIZOF2,1962 W 1ST AV,1962 w 1st ave,Kitsilano,"49.27045637201648, -123.14933690975316"
015227430,__FIZOF6,1962 W 1ST AV,1962 w 1st ave,Kitsilano,"49.27045411312349, -123.1491357912405"
015287289,__FIZND6,1962 W 2ND AV,1962 w 2nd ave,Kitsilano,"49.269572281226026, -123.14936995409295"
010517561,__FJ18PU,1962 W 36TH AV,1962 w 36th ave,Shaughnessy,"49.23884500011282, -123.15041332469275"
014345269,__FIYKKE,1962 WILLIAM ST,1962 william st,Grandview-Woodland,"49.273580086877175, -123.06422954952693"
014345293,__FIYLHM,1962 WILLIAM ST,1962 william st,Grandview-Woodland,"49.27351484137681, -123.06428417935605"
015251853,__FJ1Q4W,1963 ADANAC ST,1963 adanac st,Grandview-Woodland,"49.27775702996067, -123.06417804059618"
015736989,__FJ108U,1963 COMOX ST,1963 comox st,West End,"49.29052116873617, -123.14200114400923"
014880377,__FIYLXG,1963 E 1ST AV,1963 e 1st ave,Grandview-Woodland,"49.269829513398314, -123.06431264330976"
009614168,__FIYLNW,1963 E 2ND AV,1963 e 2nd ave,Grandview-Woodland,"49.268912120796095, -123.06444107650846"
015288722,__FJ0FWK,1963 E 6TH AV,1963 e 6th ave,Grandview-Woodland,"49.26529447121619, -123.06438620944196"
015275582,__FJ0FV8,1963 E 7TH AV,1963 e 7th ave,Grandview-Woodland,"49.26438739126088, -123.06442516414842"
007937679,__FJ1Q60,1963 E GEORGIA ST,1963 e georgia st,Grandview-Woodland,"49.27855939478534, -123.06417154737075"
014319110,__FJ0I0Q,1963 GARDEN DRIVE,1963 garden dr,Grandview-Woodland,"49.26690029712964, -123.05844100489414"
009837299,__FIYM7S,1963 GRANT ST,1963 grant st,Grandview-Woodland,"49.27148823523712, -123.06428182093768"
010117156,__FIZ8MA,1963 HARRISON DRIVE,1963 harrison dr,Victoria-Fraserview,"49.21096462329912, -123.06713869554355"
,__FJ2FOE,1963 KITCHENER ST,1963 kitchener st,Grandview-Woodland,"49.27235431333568, -123.0642763064556"
013932179,__FJ105M,1963 MCNICOLL AV,1963 mcnicoll ave,Kitsilano,"49.27646610614773, -123.14914821111572"
015370721,__FJ248E,1963 VENABLES ST,1963 venables st,Grandview-Woodland,"49.276878519947324, -123.06418605711747"
014954800,__FIZOHG,1963 W 1ST AV,1963 w 1st ave,Kitsilano,"49.27097658652496, -123.14930576292709"
013445341,__FJ2CTE,1963 W 35TH AV,1963 w 35th ave,Shaughnessy,"49.24023965290702, -123.15046637172942"
013281348,__FJ18PC,1963 W 36TH AV,1963 w 36th ave,Shaughnessy,"49.239361067469474, -123.15061273133792"
013278681,__FJ18QI,1963 W 37TH AV,1963 w 37th ave,Shaughnessy,"49.23846869420623, -123.15064706825288"
,__FIZNHG,1963 W 3RD AV,1963 w 3rd ave,Kitsilano,"49.26919922189122, -123.1495310189988"
011144394,__FJ197C,1963 W 41ST AV,1963 w 41st ave,Shaughnessy,"49.23479089966733, -123.15116080128804"
010066713,__FJ1Q3W,1964 ADANAC ST,1964 adanac st,Grandview-Woodland,"49.27732931155213, -123.06417348483835"
010121048,__FIZ8N0,1964 HARRISON DRIVE,1964 harrison dr,Victoria-Fraserview,"49.21041724484502, -123.06716486485676"
003616100,__FIYKWK,1964 NAPIER ST,1964 napier st,Grandview-Woodland,"49.27463763609446, -123.06394854521673"
011536837,__FJ29S6,1964 W 19TH AV,1964 w 19th ave,Shaughnessy,"49.254168037601595, -123.14988308416976"
011150246,__FJ20B6,1964 W 33RD AV,1964 w 33rd ave,Arbutus Ridge,"49.24182365548598, -123.15120802535215"
013281194,__FJ18OI,1964 W 35TH AV,1964 w 35th ave,Shaughnessy,"49.239744760667286, -123.15058437514423"
013278568,__FJ18PS,1964 W 36TH AV,1964 w 36th ave,Shaughnessy,"49.23884788353907, -123.15061665219902"
028752996,__FIZNCE,1964 W 3RD AV,1964 w 3rd ave,Kitsilano,"49.26868621311463, -123.14940163045947"
,__G8ARR4,1964 W 5TH AV,1964 w 5th ave,Kitsilano,"49.266946191415244, -123.14945641720546"
014481715,__FJ069I,1965 COMMERCIAL DRIVE,1965 commercial dr,Grandview-Woodland,"49.26727419309573, -123.07003857275994"
008269092,__FIZE5E,1965 E 35TH AV,1965 e 35th ave,Kensington-Cedar Cottage,"49.23851421526868, -123.06581098868277"
012008419,__FIZE4S,1965 E 36TH AV,1965 e 36th ave,Kensington-Cedar Cottage,"49.23776409800972, -123.06619554723024"
013734997,__FIZE58,1965 E 37TH AV,1965 e 37th ave,Kensington-Cedar Cottage,"49.2369339055643, -123.06623257229359"
012295108,__FIZ9JI,1965 E 43RD AV,1965 e 43rd ave,Victoria-Fraserview,"49.2306220759426, -123.06600683903466"
012295094,__FIZ9JG,1965 E 43RD AV,1965 e 43rd ave,Victoria-Fraserview,"49.23071291857274, -123.06600764683576"
013317989,__FIZLIY,1965 E 53RD AV,1965 e 53rd ave,Victoria-Fraserview,"49.22204171918385, -123.0667743375297"
014234360,__FJ1QAW,1965 FERNDALE ST,1965 ferndale st,Grandview-Woodland,"49.27984169026472, -123.06411290741816"
015423085,__FIYLYM,1965 GRAVELEY ST,1965 graveley st,Grandview-Woodland,"49.27066787483183, -123.06429586254093"
010511971,__FJ27KM,1965 MAIN ST,1965 main st,Mount Pleasant,"49.26770393566626, -123.1012440875487"
007680309,__FIZYY0,1965 MATTHEWS AV,1965 matthews ave,Shaughnessy,"49.25163967695123, -123.14986983682026"
010909591,__FIYRGQ,1965 MUSQUEAMVIEW ST,1965 musqueamview st,Kitsilano,"49.268801904297746, -123.1760223706912"
003226069,__FIZKSS,1965 NASSAU DRIVE,1965 nassau dr,Victoria-Fraserview,"49.219235959932824, -123.06692809457677"
006506151,__FJ1R7G,1965 PANDORA ST,1965 pandora st,Grandview-Woodland,"49.28326697633919, -123.06426792517405"
017220874,__FJ1QLM,1965 TURNER ST,1965 turner st,Grandview-Woodland,"49.27929703734115, -123.06411974958878"
,__FJ29R6,1965 W 13TH AV,1965 w 13th ave,Kitsilano,"49.26026315238276, -123.14977912651577"
,__FIZYJY,1965 W 15TH AV,1965 w 15th ave,Kitsilano,"49.2584181439789, -123.14984840242089"
013266934,__FIZYM6,1965 W 16TH AV,1965 w 16th ave,Kitsilano,"49.257500050113364, -123.14988079113846"
010310479,__FIZNBY,1965 W 4TH AV,1965 w 4th ave,Kitsilano,"49.268333157793045, -123.1497441991072"
010310517,__FIZNC0,1965 W 4TH AV,1965 w 4th ave,Kitsilano,"49.26833481239247, -123.14984867324763"
010310410,__FIZNBU,1965 W 4TH AV,1965 w 4th ave,Kitsilano,"49.268329830320454, -123.14953525079233"
010310428,__FIZNBW,1965 W 4TH AV,1965 w 4th ave,Kitsilano,"49.26833149410399, -123.14963972494637"
015210537,__FIZNLI,1965 W 8TH AV,1965 w 8th ave,Kitsilano,"49.26494482436484, -123.14979446472064"
015210481,__FIZNWI,1965 W 8TH AV,1965 w 8th ave,Kitsilano,"49.2649423382924, -123.14963742061425"
015210456,__FIZNLG,1965 W 8TH AV,1965 w 8th ave,Kitsilano,"49.26493984301132, -123.14948037649597"
015189864,__FIZNMQ,1965 W BROADWAY,1965 w broadway,Kitsilano,"49.26405481722042, -123.14963741711867"
011991259,__FIZE4U,1966 E 36TH AV,1966 e 36th ave,Kensington-Cedar Cottage,"49.23728023827793, -123.06623649718829"
015251896,__FJ1Q54,1966 E GEORGIA ST,1966 e georgia st,Grandview-Woodland,"49.27806654141965, -123.06403890727579"
013932071,__FJ104I,1966 OGDEN AV,1966 ogden ave,Kitsilano,"49.27681471903026, -123.14911694004272"
013932063,__FJ104G,1966 OGDEN AV,1966 ogden ave,Kitsilano,"49.27683387842215, -123.14925655679738"
010110712,__FJ27UA,1966 PRESTWICK DRIVE,1966 prestwick dr,Victoria-Fraserview,"49.21594400810279, -123.06705978291356"
010922512,__FJ1SBG,1966 SASAMAT PLACE,1966 sasamat pl,West Point Grey,"49.26948386928348, -123.20763013427654"
,__FJ29R4,1966 W 12TH AV,1966 w 12th ave,Kitsilano,"49.26065651273992, -123.1497793686235"
,__FJ22DW,1966 W 14TH AV,1966 w 14th ave,Kitsilano,"49.25879567753189, -123.1498103770337"
015197662,__FIZNU0,1966 W 5TH AV,1966 w 5th ave,Kitsilano,"49.2669478728188, -123.14956123212733"
015149382,__FIYKKG,1966 WILLIAM ST,1966 william st,Grandview-Woodland,"49.2735796974373, -123.06412094463865"
,__FIZOHS,1966 YORK AV,1966 york ave,Kitsilano,"49.27134701835677, -123.14938181452173"
,__FJ10BU,1967 BARCLAY ST,1967 barclay st,West End,"49.29190039289788, -123.13993272925723"
030767831,__GJW7U9,1967 CREELMAN AV,1967 creelman ave,Kitsilano,"49.27473108801759, -123.14932851901176"
007680210,__FIYDS6,1967 E 13TH AV,1967 e 13th ave,Kensington-Cedar Cottage,"49.25887092375686, -123.06476928974288"
014620545,__FIYEAQ,1967 E 22ND AV,1967 e 22nd ave,Kensington-Cedar Cottage,"49.25054265967733, -123.06579707558622"
014068303,__FIZE48,1967 E 34TH AV,1967 e 34th ave,Kensington-Cedar Cottage,"49.239372399988085, -123.06577494048611"
,__FYNHJH,1967 E 5TH AV,1967 e 5th ave,Grandview-Woodland,"49.26618604189717, -123.0645271733486"
004451082,__FIYLYK,1967 GRAVELEY ST,1967 graveley st,Grandview-Woodland,"49.270667961757866, -123.06415566127306"
,__HJ30EU,1967 NAPIER ST,1967 napier st,Grandview-Woodland,"49.2750669965066, -123.06405834031791"
010101144,__FIZ8KG,1967 PRESTWICK DRIVE,1967 prestwick dr,Victoria-Fraserview,"49.21646804823558, -123.06696299788588"
015679683,__FJ2282,1967 TRIUMPH ST,1967 triumph st,Grandview-Woodland,"49.28417720281948, -123.064291424916"
015679659,__FJ1R2Q,1967 TRIUMPH ST,1967 triumph st,Grandview-Woodland,"49.28416673388349, -123.06386707602385"
015679756,__FJ1R2U,1967 TRIUMPH ST,1967 triumph st,Grandview-Woodland,"49.284169542280914, -123.06446301912432"
015679667,__FJ1R2S,1967 TRIUMPH ST,1967 triumph st,Grandview-Woodland,"49.28416798437411, -123.06404555696781"
015679675,__FJ2284,1967 TRIUMPH ST,1967 triumph st,Grandview-Woodland,"49.28417627182871, -123.06418623363656"
015392783,__FJ248G,1967 VENABLES ST,1967 venables st,Grandview-Woodland,"49.27687649948354, -123.06408259848955"
,__FIZNNS,1967 W 10TH AV,1967 w 10th ave,Kitsilano,"49.26305937033856, -123.14967302911974"
,__FIZY8M,1967 W 12TH AV,1967 w 12th ave,Kitsilano,"49.26121939949229, -123.14974286391302"
009214160,__FIZOGG,1967 W 1ST AV,1967 w 1st ave,Kitsilano,"49.27097831303162, -123.14941058651874"
011115203,__FJ1912,1967 W 42ND AV,1967 w 42nd ave,Kerrisdale,"49.23379205363273, -123.15098503257224"
011088796,__FJ1IWI,1967 W 57TH AV,1967 w 57th ave,Kerrisdale,"49.21981056522902, -123.15207741198321"
,__FIZO9I,1967 WHYTE AV,1967 whyte ave,Kitsilano,"49.2756133617496, -123.14929487404818"
015210502,__FIYKO0,1968 CHARLES ST,1968 charles st,Grandview-Woodland,"49.27273502057368, -123.06418858559874"
015736415,__FJ108E,1968 COMOX ST,1968 comox st,West End,"49.29015482220663, -123.1425785835787"
007990278,__FJ24TG,1968 E 19TH AV,1968 e 19th ave,Kensington-Cedar Cottage,"49.253148066038605, -123.06501320673537"
023826932,__FIYLNG,1968 E 1ST AV,1968 e 1st ave,Grandview-Woodland,"49.26929069554163, -123.06432281616989"
004442911,__FIYLM0,1968 E 2ND AV,1968 e 2nd ave,Grandview-Woodland,"49.268394974601115, -123.06418852219393"
002865874,__FIZORU,1968 E 39TH AV,1968 e 39th ave,Kensington-Cedar Cottage,"49.23422837177063, -123.06646217268178"
010119531,__FIZLIQ,1968 E 52ND AV,1968 e 52nd ave,Victoria-Fraserview,"49.22237933483711, -123.06702939188297"
010117083,__FIZ8LW,1968 E 64TH AV,1968 e 64th ave,Victoria-Fraserview,"49.21138064356662, -123.06715889300344"
,__FJ0FWC,1968 E 6TH AV,1968 e 6th ave,Grandview-Woodland,"49.2647784552404, -123.06425190968316"
015278042,__FJ0HMO,1968 E 8TH AV,1968 e 8th ave,Grandview-Woodland,"49.262972113738634, -123.06456847674568"
015154211,__FJ0HZS,1968 LAKEWOOD DRIVE,1968 lakewood dr,Grandview-Woodland,"49.26687209965071, -123.06158811982104"
011149710,__FJ20BK,1968 LINDEN ROAD,1968 linden rd,Arbutus Ridge,"49.24078319535782, -123.15097978808886"
010093362,__FIZLI4,1968 NASSAU DRIVE,1968 nassau dr,Victoria-Fraserview,"49.21872489186007, -123.0669152515151"
008727554,__FJ0HTG,1968 RUPERT ST,1968 rupert st,Hastings-Sunrise,"49.266940110617035, -123.03328461555029"
015258963,__FJ1Q5Q,1968 TURNER ST,1968 turner st,Grandview-Woodland,"49.27887198882479, -123.06416703084761"
015287271,__FIZND4,1968 W 2ND AV,1968 w 2nd ave,Kitsilano,"49.26957394517393, -123.14947441711917"
015287246,__FIZND0,1968 W 2ND AV,1968 w 2nd ave,Kitsilano,"49.26957771173299, -123.14968474664093"
015287254,__FIZND2,1968 W 2ND AV,1968 w 2nd ave,Kitsilano,"49.26957559912466, -123.14957958118269"
015287238,__FIZNCY,1968 W 2ND AV,1968 w 2nd ave,Kitsilano,"49.26957937537845, -123.14978922343478"
004087143,__FIZNCC,1968 W 3RD AV,1968 w 3rd ave,Kitsilano,"49.26868786802299, -123.14950610533465"
004311051,__FJ191M,1968 W 42ND AV,1968 w 42nd ave,Kerrisdale,"49.2332796487649, -123.15099814116655"
002632365,__FJ1934,1968 W 43RD AV,1968 w 43rd ave,Kerrisdale,"49.232389335923614, -123.15125128733773"
003322980,__FJ194A,1968 W 44TH AV,1968 w 44th ave,Kerrisdale,"49.231514035237616, -123.15129870927346"
011199083,__FJ1IXA,1968 W 60TH AV,1968 w 60th ave,Kerrisdale,"49.21685439102674, -123.15205815336321"
010867813,__FJ1SG8,1969 DRUMMOND DRIVE,1969 drummond dr,West Point Grey,"49.26918650285725, -123.22083263066865"
,__FIYLXE,1969 E 1ST AV,1969 e 1st ave,Grandview-Woodland,"49.26982870082491, -123.06417244325094"
008226903,__FIZ8LS,1969 E 64TH AV,1969 e 64th ave,Victoria-Fraserview,"49.21185751194772, -123.06695524632536"
011645393,__FJ0FV2,1969 E 7TH AV,1969 e 7th ave,Grandview-Woodland,"49.264313263861105, -123.06427608758443"
,__HHEVQJ,1969 E 8TH AV,1969 e 8th ave,Grandview-Woodland,"49.263487490076095, -123.06455943175675"
015259056,__FJ1Q5Y,1969 E GEORGIA ST,1969 e georgia st,Grandview-Woodland,"49.2785594796725, -123.064034747177"
,__FJ2FOG,1969 KITCHENER ST,1969 kitchener st,Grandview-Woodland,"49.272353497538425, -123.06417423355337"
013932187,__FJ105O,1969 MCNICOLL AV,1969 mcnicoll ave,Kitsilano,"49.27646547085628, -123.14929187786741"
011148161,__FJ20AW,1969 QUILCHENA CRESCENT,1969 quilchena crescent,Arbutus Ridge,"49.241358896595834, -123.15030631202976"
009570845,__FJ0HT0,1969 RENFREW ST,1969 renfrew st,Hastings-Sunrise,"49.26694698057445, -123.04472315542417"
011115572,__FJ192S,1969 W 43RD AV,1969 w 43rd ave,Kerrisdale,"49.2328926490626, -123.15122950007668"
011294680,__FJ193Y,1969 W 44TH AV,1969 w 44th ave,Kerrisdale,"49.23201330438884, -123.15127402598014"
011295333,__FJ1JZ0,1969 W 45TH AV,1969 w 45th ave,Kerrisdale,"49.231050766902115, -123.15130825553244"
011688891,__FJ1JXE,1969 W 49TH AV,1969 w 49th ave,Kerrisdale,"49.22736036085222, -123.15071021791869"
015161528,__FIYPA0,197 E 19TH AV,197 e 19th ave,Riley Park,"49.25382951957048, -123.10127141882667"
015161501,__FIYP9Y,197 E 19TH AV,197 e 19th ave,Riley Park,"49.25392037415099, -123.1012681692066"
014562120,__FJ1XAW,197 W 14TH AV,197 w 14th ave,Mount Pleasant,"49.2587899738476, -123.10940470084851"
010254960,__FJ0XAO,197 W 42ND AV,197 w 42nd ave,Oakridge,"49.232571714679, -123.11054180942723"
005162807,__FJ1M4K,197 W 47TH AV,197 w 47th ave,Oakridge,"49.2279774060807, -123.11058713020543"
014051923,__FJ1QLW,1970 ADANAC ST,1970 adanac st,Grandview-Woodland,"49.27734180650274, -123.06402639278639"
002543001,__FJ28A4,1970 E 34TH AV,1970 e 34th ave,Kensington-Cedar Cottage,"49.238983555841635, -123.06619628402363"
015356558,__FJ0HWG,1970 E 3RD AV,1970 e 3rd ave,Grandview-Woodland,"49.267480039093456, -123.06421723216974"
,__HAF1IT,1970 E 7TH AV,1970 e 7th ave,Grandview-Woodland,"49.26387575798517, -123.06444860625953"
015328821,__FIYDUO,1970 E BROADWAY,1970 e broadway,Kensington-Cedar Cottage,"49.261966253214815, -123.0645980887806"
015423051,__FIYLYE,1970 GRANT ST,1970 grant st,Grandview-Woodland,"49.27099268449977, -123.06414618475317"
,__FJ219A,1970 HARO ST,1970 haro st,West End,"49.29224009416684, -123.13930823705412"
007057989,__FIZO0M,1970 MCNICOLL AV,1970 mcnicoll ave,Kitsilano,"49.275991475006855, -123.14928057617796"
029856051,__G40IHF,1970 OGDEN AV,1970 ogden ave,Kitsilano,"49.27685173951691, -123.14939835571961"
010110747,__FIZ8KO,1970 PRESTWICK DRIVE,1970 prestwick dr,Victoria-Fraserview,"49.21594323457064, -123.06685794403272"
011148233,__FJ2ETE,1970 QUILCHENA CRESCENT,1970 quilchena crescent,Arbutus Ridge,"49.24103118559666, -123.15017204164977"
014088207,__FIZ8MU,1970 SE MARINE DRIVE,1970 se marine dr,Victoria-Fraserview,"49.20948436032864, -123.06645140507281"
011115122,__FJ1902,1970 W 41ST AV,1970 w 41st ave,Kerrisdale,"49.23420900444541, -123.1509691465158"
011115157,__FJ1904,1970 W 41ST AV,1970 w 41st ave,Kerrisdale,"49.234205675443185, -123.15076308938058"
011115092,__FJ1900,1970 W 41ST AV,1970 w 41st ave,Kerrisdale,"49.23421231510347, -123.15118894009089"
008416273,__FIZNAK,1970 W 4TH AV,1970 w 4th ave,Kitsilano,"49.26780804959553, -123.14923305340845"
008416257,__FIZNAI,1970 W 4TH AV,1970 w 4th ave,Kitsilano,"49.26780972484585, -123.14932886663561"
008416231,__FIZNAG,1970 W 4TH AV,1970 w 4th ave,Kitsilano,"49.26781138881721, -123.14943333968492"
008416214,__FIZNAE,1970 W 4TH AV,1970 w 4th ave,Kitsilano,"49.26781305269411, -123.14953781274103"
015149391,__FIYKKI,1970 WILLIAM ST,1970 william st,Grandview-Woodland,"49.27357706580244, -123.06401647481502"
,__FIYKLE,1971 CHARLES ST,1971 charles st,Grandview-Woodland,"49.27326219058575, -123.06409511433874"
010440534,__FIZE3S,1971 E 33RD AV,1971 e 33rd ave,Kensington-Cedar Cottage,"49.24030640348628, -123.06608919093087"
015356604,__FJ0HWO,1971 E 4TH AV,1971 e 4th ave,Grandview-Woodland,"49.2670939817213, -123.06451046061078"
013281470,__FJ18RG,1971 W 35TH AV,1971 w 35th ave,Shaughnessy,"49.240257386391306, -123.15066356797512"
013281356,__FJ18PE,1971 W 36TH AV,1971 w 36th ave,Shaughnessy,"49.23936708989868, -123.15082293948157"
004499174,__FJ18QK,1971 W 37TH AV,1971 w 37th ave,Shaughnessy,"49.238470664221744, -123.15085382585859"
,__FIZO9G,1971 WHYTE AV,1971 whyte ave,Kitsilano,"49.27561559377799, -123.14943310279094"
015210529,__FIYKO2,1972 CHARLES ST,1972 charles st,Grandview-Woodland,"49.272735086799166, -123.06408548201843"
012274640,__FIZB46,1972 E 51ST AV,1972 e 51st ave,Victoria-Fraserview,"49.22320087000091, -123.06659861476689"
