addr_key,member_count_active,member_count_all,latest_membership_year
650 brookleigh rd,0,1,
650 kingsway,0,1,
650 princess ave,0,1,2020.0
6534 union st,0,1,
654 65 cordova st w,0,1,2024.0
655 front st,0,1,
655 moberly rd,0,1,
6551 sussex ave,0,1,2022.0
6555 bonsor ave,0,1,
6557 burlington ave,0,1,
656 commercial dr,0,2,2020.0
657 e 26th ave,0,1,
657 union st,0,1,2022.0
6588,0,1,2021.0
659 e 15th ave,0,1,2020.0
659 w 18th ave,0,1,
6590 lochdale,0,1,
6591 doman st,0,1,
6597 apllecross rd,0,1,
6598 doman st,0,1,
66 john st,0,1,
66 moss st,0,1,
66 sydney st,0,1,
66 w cordova st,0,1,
660 7307,0,1,
660 e 10th ave,0,1,2020.0
660 jackson,0,1,2018.0
660 niagara st,0,1,
660 w 13th ave,0,3,2024.0
6601 applecross rd,0,1,
661 thompson ave,0,1,
6611 southoaks cres,0,1,
6622 willingdon ave,0,1,
6635 mckay ave,0,1,
6640 elliot,0,1,2018.0
6645 125a st,0,1,
6647 fraser,0,1,2022.0
6648 brooks st,0,1,2020.0
665 e 6th ave,0,1,
667 skeena st,0,1,
6670 122 st,0,1,
6670 canada way,0,1,
6677 cambie st,0,1,2020.0
668 citadel parade,0,2,
668 columbia st,0,1,
668 e 20th ave,0,1,
668 union st,0,1,
6688 quebec st,0,1,
6695 fleming st,0,1,
6695 mckay ave,0,2,2018.0
67 miner st,0,1,
67 wildwood dr sw,1,1,2025.0
670 e 30th ave,0,1,2024.0
67002 kuhlman prts,0,1,
6719 silver ave,0,1,2021.0
6737 nanaimo st,0,1,
6742 walker ave,0,1,
6743 fleming st,0,1,
6745 west blvd,0,1,
675 e 11th ave,0,1,2020.0
675 kerry pl,0,1,
675 salsbury dr,1,1,2025.0
675 victoria dr,0,2,2020.0
6750 oak st,0,2,
6769 dow ave,0,1,2023.0
677 e 7th,0,1,2020.0
677 e 7th ave,0,1,
677 w 41 ave,0,1,
6775 keebler ctr,0,1,
6788 danan st,0,1,
679 w 29th ave,0,1,2023.0
6791 kerr st,0,1,
68 e 43rd ave,0,1,2021.0
68 hamilton ave,0,1,
680 clarkson st,0,1,2024.0
680 e 5th ave,0,1,
680 e 8th ave,0,1,2018.0
680 pine st,0,1,
680 w king edward ave,0,3,
6803 rue chambord,0,1,
681 w 19th ave,0,1,
6818 144t surrey v3w5r7,0,1,
6818 ash st,0,1,
6822 124street surre,0,1,
6824 balmoral st,0,1,
6833 village grn,0,2,2024.0
6836 balmoral st,0,1,
6840 185 st,0,1,
6850 sperling ave,0,1,
6858 blanchard rd,0,1,
686 e cordova st,0,2,2018.0
6863 204 st,0,1,
6875 w blvd,0,1,
6879 aubrey st,0,1,
688 abbott st,0,2,2018.0
688 e 16th ave,0,1,
688 e 22nd ave,0,1,
6888 127a st,0,1,
689 abbott st,0,1,
6898 kamloops st,0,1,
69 fuck st,0,1,
691 north rd,0,1,
692 goldie ave,0,1,
6922 jubilee ave,0,1,2021.0
6940 burns ct,0,2,2021.0
695 e 19th ave,0,1,2024.0
695 se marine dr,0,1,
695 w 17th ave,0,1,2023.0
69573 cronin smt,0,1,
696 w 45th ave,0,1,2018.0
6968 knight st,0,1,2024.0
6968 pearson way,0,1,2021.0
699 cardero st,0,1,
7 1168,0,1,2020.0
7 1256,0,1,
7 127 - 172 st,0,1,2021.0
7 1336 east 2and ave,0,1,
7 1336 east 2nd ave,1,1,2025.0
7 2185 oxford st,0,1,2020.0
7 2649 quebec st,0,1,
7 4097 fraser st,0,1,2018.0
7 412 304st kimberle,0,2,
7 ashgrove cres,0,1,
700 college st,0,1,
700 jackson ave,0,1,
701,0,1,2021.0
701 1330 pendrell st,0,1,
701 1629 haro st,0,1,2021.0
701 e 15th ave,0,1,
701 hilchey rd,0,1,
701 w victoria park ave,0,1,
7010 134 st,0,1,
7013 144a st,0,1,
702,0,1,2020.0
702 e king edward ave,0,1,
702 school rd,0,1,
703 1305 w 12th ave,1,1,2025.0
704 victoria rd,0,1,
704 w 69th ave,0,1,
705 dogwood rd,0,1,
7055 blake st,0,1,
706 e king edward,0,1,
706 queens ave,0,1,
7062 osler st,0,1,2020.0
7062 quesnel st,1,1,2025.0
7065 21st ave,0,1,2024.0
707 77 walter hardwick ave,0,1,
707 e 20th ave,0,1,
707 esquimalt rd,0,1,
7071 148a st,0,1,
7074 inlet dr,0,1,
7075 vivian dr,0,1,
7077 beresford st,0,1,
7085 victoria dr,0,1,
7088 17th ave,0,1,2024.0
7088 vivian dr,0,1,
709 12th st,0,1,
709 14th st,0,1,
709 e 39th ave,0,1,
709 e 49th ave,0,1,2020.0
709 fourteenth st,0,1,
7091 cambie st,0,1,2020.0
710 e 17th ave,0,1,
710 union st,0,1,2022.0
7100 ledway rd,0,2,2020.0
7101 kerr st,0,1,
7107 camano st,0,1,2018.0
711 7th ave,0,1,2018.0
711 e 6th ave,0,1,2021.0
711 hillcrest rd,0,1,
7111 linden ave,0,1,
7111 salisbury ave,0,1,
71132 brakus frds,0,1,
7117 barrie ave,0,1,2020.0
7120 pandora st,0,1,2018.0
713 cairn rd,0,1,
713 e 12th ave,0,1,
7131 17th ave - #201,0,1,
7138 clarendon st,0,1,
714 jackson ave,0,1,
7148 argyle rd,0,1,
7148 ash cres,0,1,
715 victoria dr,0,2,
7155 dallas dr,0,1,
7168 stirling st,0,1,2018.0
7169 bridgewood dr,0,1,
717 e 11th ave,0,1,2021.0
7170 199 st,0,1,
7170 ash cres,0,1,
718 main st,0,2,
718 main st v6a 2v7 vancouv,0,1,
7182 bridgewood dr,0,1,
7184 68st delt,0,1,
719 nightingale crk,0,1,
7191 bridgewood dr,0,1,
7199 bridgewood dr,0,1,2021.0
72 ave delta bc v4e1z5,0,1,
720 17 ave sw,0,1,
720 e king edward ave,0,1,
720 pender st e,0,1,
720 seventh ave,0,1,2022.0
7206 n kerby ave,0,1,
7209 stirling st,0,1,
721 14th ave e,0,1,
721 anskar ct,0,1,2023.0
721 millyard,0,1,
721 skeena st,0,1,2023.0
7211 charlford ave,0,1,
72156 hal pt,0,1,
7216 mary ave,0,1,2020.0
72186 hodkiewicz via,0,1,
722 e pender,0,1,2018.0
722 prior st,0,1,2020.0
7220 edmonds st,0,2,
7236 199 a st,0,1,2020.0
7248 129 st,0,1,
7249 wiltshire st,0,1,2021.0
725 columbia ave,0,1,
725 salsbury dr,0,1,2022.0
7252 inlet dr,0,1,
7255 blake st,0,1,
726 e 11th ave,2,2,2025.0
727 e 17th ave,0,4,2023.0
727 e 17th st,0,1,
727 e 30th ave,0,1,2018.0
727 e 7th ave,0,1,
727 keefer,0,1,2018.0
727 queens ave new westminster,0,1,
727 robel cir,0,1,
7272 salisbury ave,0,1,
728 e 30th ave,0,1,
7281 cambie st,0,1,2022.0
7292 lancaster,0,1,2024.0
7293 moffatt rd,0,1,
730 8th ave e,0,1,2022.0
730 e 8th ave,1,1,2025.0
7311 gilbert rd,0,1,
732 creekside cres,0,1,
732 fifth ave,0,2,2018.0
7325 arcola st,0,1,
733 2 ave nw,0,1,
734 e 54th ave,0,1,
734 rockheights ave,0,1,
734 thirteenth st,0,1,
735 e 16th ave,0,1,
735 royal ave,0,1,
7350 boundary rd,0,1,2018.0
7350 charlford ave,0,1,
7355 charmaine riv,0,1,
7358 edmonds st,0,1,
736 e broadway,0,1,2024.0
7368 celista dr,0,1,2023.0
7368 gollner ave,0,1,2021.0
737 carnarvon st,0,2,
7374 194a st,0,1,
7376 halifax st,0,1,
7388 macpherson ave,0,1,2024.0
739 princess st,0,1,2023.0
7390 pandora st,0,1,
7393 turnill st,0,1,
7399 murdoch ave,0,1,
740 porter rd,0,1,
7402 lawrence dr,0,1,2018.0
741 dovercourt rd,0,1,2023.0
741 e 61st ave,0,1,
7418 byrnepark walk,0,1,2021.0
7425 18th ave,0,1,
7426 gusikowski ests,0,1,
7428 14th ave,0,1,
7428 6th st,0,1,
7435 121 a st,0,1,
744 e 19th ave,0,1,2023.0
744 hawks ave,0,1,2022.0
744 w 7th ave,0,1,2018.0
745 stewart ave,0,1,
746 e 12 ave,0,1,
746 e 12th ave,0,2,2024.0
7475 victoria dr,0,2,
7486 fernmar rd,0,1,
7488 westholme rd,0,1,
7490 colleen st,0,1,
75 e 8th ave,0,3,
75 w king edward,0,1,
750 hot springs rd,0,1,
750 jervis st,0,1,2024.0
750 w 12th ave,0,1,2018.0
7500 nevis dr,0,1,
7504 202a st,0,1,
7509 ontario st,0,1,2018.0
7511 minoru blvd,0,1,2018.0
753 brookside pl,0,1,
754 e 37th ave,0,1,
7540 aubrey st,0,1,
7540 lismer ave,0,1,2020.0
7542 newcombe st,0,1,
755 kit cres,0,1,
7557 davies st,0,1,
756 e 14th ave,0,1,2018.0
756 great northern way,0,2,2020.0
757 e 30th ave,0,1,
7572 15th st,0,1,
7575 kingsway,0,1,2021.0
7579 16th st,0,1,
758 e pender st,0,1,
7581 cedar st,0,1,
759 yates st,0,1,
76 coburg st,0,1,2018.0
76 princess st,0,1,
761 e 15th ave,0,1,2024.0
761 prior st,0,1,
7612 ym,0,1,
7617 ontario st,0,1,2018.0
762 e 12th ave,0,1,
7624 bywell ct,0,1,2018.0
7632 vivian hwy,0,1,
7633 prince albert st,0,1,
764 rupert st,0,1,
7641 blaydon ct,0,1,
7647 145 st,0,2,
765 e 30th ave,0,1,2018.0
765 victoria dr,0,2,2020.0
767 e 17th st,0,1,2020.0
767 wilkinson grv,0,1,
7671 minoru blvd,0,1,
7682 harber byp,0,1,
7691 hartmann flds,0,1,
77 nelson rd,0,1,
770 e 7th ave,0,1,
770 s island hwy,0,1,
7700 st albans rd,0,1,
7708 alderbridge way,0,1,
772 e georgia,0,1,
7728 sunnyholme cres,0,1,
773 e 53rd ave,0,1,
773 e pender st,0,1,
7737 hilda st,0,1,
774 great northern way,0,1,2021.0
7743 elford st,0,2,2018.0
775 e 7th ave,0,1,
775 mcgill rd,0,1,
775 salsbury dr,0,1,2022.0
7751 allman st,0,1,2020.0
7760 luckakuck pl,0,1,
7761 burgess st,0,1,
7764 147 st,0,1,
7777 royal oak ave,0,1,2023.0
7778 4th st,0,1,
778 victoria dr,0,1,2020.0
7814 elwell st,0,1,
782 e pender st,0,2,
7822 ney ave,0,1,
7831 garden city rd,0,1,2018.0
784 thurlow st,0,2,2023.0
785 chase ave,0,1,
7851 goldstream dr,0,1,2021.0
786 e hastings,0,1,2018.0
787 e 14th ave,0,1,2024.0
788 richards st apt 2107 v6b0c7 vancouv,0,1,
789 drake st,0,1,
789 w pender st,0,1,
789a pidcock rd,0,1,
79 e 60 ave,0,1,
79 wilson park rd,0,1,
790 dominion rd,0,2,
7911 112 st,0,1,
792 schmitt gdns,0,1,
7922 cartier st,0,1,2018.0
7931 limewood pl,0,1,2021.0
794 francis ave,0,1,
795 western ave,0,1,
7955 122 st,0,1,
7962 sussex ave,0,1,
797 keefer st,0,2,2018.0
797 w 24th ave,0,1,
7978 york ave,0,1,
7988 ackroyd rd,0,1,2022.0
7th ave,0,1,
8 1238 cardero st,0,1,
8 1540 yew st,0,1,2018.0
8 1695 w 11th ave,1,1,2025.0
8 1937 west 2nd ave,0,1,2018.0
8 smithe mews,0,1,
800 jackson ave,0,2,2024.0
800 keefer st,0,1,
800 mclean dr,0,1,2020.0
801 1030 16th ave sw,0,1,
801 stamm frg,0,1,
8012 jadetree ct,0,1,
802 dundonald dr,0,1,2018.0
802 lillian st,0,1,
803 e 13th ave,0,1,
8031 ryan rd,0,1,
8033 164 st,0,1,
804 1050 burrard st,0,1,
804 39 sixth st,0,1,
804 789 drake st,0,1,2021.0
804 kimberly pl,0,1,
804 patterson ave,0,1,2021.0
8046 12th ave,0,1,2024.0
807 3 6th ave,0,1,2018.0
807 e 6 ave,0,1,
807 e 6th ave,0,1,
807 e6th ave,0,1,
808 3rd ave,0,1,
809 arthur pl,0,1,2021.0
809 burdett ave,0,1,
809 durward ave,0,1,
809 w 16th st,0,1,2018.0
8092 british columbia 101,0,1,
8097 168b st,0,1,
81 sea ave,0,1,
810 commercial dv,0,1,
810 fifth ave,0,1,
810 saint andrews st,0,1,
810 w 64th ave,0,1,
810 whitchurch st,0,1,
811 ashbury ave,0,1,
811 cumberland st,1,1,2025.0
811 helmcken st,0,2,
8116 riel pl,0,2,
8128 188 st,0,1,
814 4th ave,0,1,
8147 timber ln,0,1,
815 w 49th ave,1,2,2025.0
816 ingersoll ave,0,1,
816 phillis rpds,0,1,
8171 saba rd,0,1,
818 chestnut st,0,1,
818 e 11 ave,0,1,2018.0
8180 coleman st msn,0,1,
8180 colonial dr,0,1,
8181 252nd st,0,1,
8189 cambie st,0,2,
819 hamilton st,0,2,2024.0
8194 cottonwood bay rd,0,1,
820 craigflower rd,0,1,
820 woodland dr,0,1,
8200 bear paw trl,0,1,
8200 gilbert rd,0,1,
8200 rideau dr,0,1,
8202 211b st,0,1,2022.0
821 cambie st,0,1,2018.0
821 princess ave,0,1,
821 w 10th,0,3,
822 jackson ave,0,5,2021.0
8220 king george blvd,0,1,
8220 king george bulv sur,0,1,
823 e 14 ave,0,1,2024.0
823 victoria dr,0,1,2024.0
823 zulauf trl,0,1,
8238 saba rd,0,1,
824 e 12th ave,0,1,
824 hawks ave,0,1,2021.0
824a e pender st,0,1,2021.0
825 20th ave e,0,1,
825 e 8th ave,0,3,2020.0
825 e georgia,0,1,2018.0
825 prior streer vancouve,0,1,
825 salsbury dr,0,1,
825 victoria dr,0,2,
827 e 16th ave,0,4,2020.0
828 agnes st,0,1,
8298 110 st,0,1,
83 w 17th ave,0,1,2018.0
830 e 6th,1,1,2025.0
830 e 6th ave,0,2,
830 jackson ave,0,1,
830 w 18th ave,0,2,2024.0
8308 aspenwood pl,0,1,
831 brechin rd,0,1,
831 dunsmuir rd,0,1,
8311 no 1 rd,0,1,
833 agnes st,0,2,
833 seymour,0,1,
833 seymour st,0,2,2018.0
8333 sweet ave,0,1,
834 hawks ave,0,1,2018.0
8340 elliott st,0,1,
835 e 31sr ave,0,1,
8368 fremlin st,0,1,2018.0
837 e broadway,0,1,
837 e broadway st,0,1,2024.0
837 keefer st,0,1,
837 w 18th ave,0,1,
837 w hastings,0,1,
8370 168a st,0,1,
8391 delaware rd,0,1,2020.0
83a ave langl,0,1,
840 broughton st,0,1,2020.0
840 e 6th ave,0,1,2018.0
841 kindersley rd,0,1,
841 mcbride blvd,0,1,
841 royal ave,0,1,
8411 browngate rd,0,1,2018.0
843 cardero st,0,1,
844 johnson st,0,1,
845 8th st,0,1,
845 chilco st,0,1,2021.0
8455 victoria dr,0,1,
846 w king edward st,0,1,
847 cornell ave,0,1,
8481 164a st,0,1,2020.0
8488 cornish st,0,1,2020.0
8499 harber crst,0,1,
85 belmont rd,0,1,
85 lexington ave,0,1,
85 merivale st,0,1,
85024 demetra un,0,1,
8509 osler st,0,1,
851 bidwell st,0,2,2024.0
852 nicola st,1,1,2025.0
85210 shela lf,0,1,
853 e 7th ave,0,1,
8538 river district xing,0,1,
854 e 12th,0,1,2020.0
855 e 13th basement,0,1,
855 e broadway,0,3,2022.0
855 ellery st,0,1,
855 thurlow st,0,2,2021.0
855 vancouver st,0,1,
8555 granville st,0,1,2020.0
856 e broadway,1,2,2025.0
856 e georgia st,0,1,
857 beatty st,0,2,2018.0
857 e 32nd ave,0,1,2018.0
8592 mcewen ter,0,1,
8596 146a st,0,1,2018.0
86 1155haro st,0,1,
8620 laurel st,0,1,
8623 granville st,1,1,2025.0
8625,0,1,2018.0
8625 fremlin st,0,1,2024.0
8625 logan st,0,1,2023.0
8625 logan st vancouver bc canada,0,1,
8625 osler st,0,1,
8628 hazelbridge way,0,1,
8630 shaughnessy st,0,1,
8632 cartier st,0,1,
8635 french st,0,1,2024.0
8635 hudson st,0,2,2021.0
8636 oak,0,1,2020.0
864 pembroke st,0,1,
8643 logan st,0,1,2021.0
8644 montcalm st,0,1,2022.0
865 view st,0,2,
8655 cartier st,0,1,
8655 king george blvd,0,1,
8655 oak st,0,1,2020.0
8656 french st,0,1,
8656 oak st,0,1,
866 e broadway,0,1,2020.0
8666 laurel st,0,1,2020.0
8667 cartier st,0,1,2020.0
8668 shaughnessy st,0,1,2021.0
8669 heather st,0,1,
867 e 10th ave,0,1,2018.0
867 keefer st,0,1,
8675 fremlin st,0,1,
8679 montcalm st,0,1,2020.0
868 e 30th ave,0,1,2023.0
8680 fremlin st,0,1,
8686 selkirk st,0,1,2018.0
8690 jack uppal st,0,1,
86934 darius clfs,0,1,
86991 twila pr,0,1,
870 w 7th ave,0,1,
8700 granville ave,0,1,
8700 jones rd,1,2,2025.0
8707 montcalm st,0,1,
8708 french st,0,2,2020.0
8710 montcalm st,0,1,2020.0
8715 osler st,0,1,
8726 montcalm st,0,1,
873 hollywood rd n,0,1,
873 w 18th ave,1,1,2025.0
874 w 6th ave,0,1,2023.0
8740 selkirk st,0,1,
8741 montcalm st,0,3,2020.0
8746 carl sq,0,1,
8748 hwy 6,0,1,
8749 bellevue dr,0,1,
8750 osler st,0,1,
8750 selkirk st,0,1,2020.0
8757 cartier st,0,1,
876 e 20th ave,0,1,
876 w 16th ave,0,2,2020.0
8770 granville,0,1,2020.0
8770 granville st,0,1,
8770 selkirk st,0,1,2018.0
8775 161 st,0,1,
8775 osler st,0,1,2021.0
8777 hudson st,0,1,
878 gilford st,0,1,
8788 fremlin st,0,2,
88 w pender st,0,1,2020.0
880 commercial diversion,0,1,
880 e georgia st,0,1,
880 princess ave,0,2,2020.0
8800 moore rd,0,1,
8803 thersa plns,0,1,
8805 hudson,0,1,2020.0
881 union st,0,1,
882 premier st,0,1,
883 john vlys,0,1,
8830 montcalm st,1,1,2025.0
884 bute st,2,5,2025.0
8842 ursus cres,0,1,2020.0
885 salsbury,0,1,
885 salsbury dr,0,1,2020.0
886 12 st e,0,1,2021.0
886 e 12th st,0,1,2018.0
8860 montcalm,0,2,2020.0
8869 montcalm st,0,1,2020.0
888 homer st,0,1,2024.0
888 pacific st,0,1,2024.0
888 w 68 ave,0,1,
8880 cook rd,0,1,
8888 university dr,0,1,
8889 204 st,0,1,
889 taylorwood pl w,0,1,
8892 montcalm,0,1,2020.0
8892 selkirk st,0,1,
890 e 49th ave,0,1,
890 greenchain,0,1,2023.0
8917 mackie st,0,1,
892 park ave,0,1,
8929 148th st,0,1,2020.0
893 borden st,0,1,
8937 montcalm st,0,1,2020.0
8941 salsbury dr,0,1,2023.0
8950 university high st,0,1,
8988 hudson st,0,2,2018.0
8988 patterson rd,0,1,
9 2249 eton st,0,1,2024.0
90 alexander st vancouver bc v6a 1b4 canada,0,1,2023.0
90 e 11th ave,1,3,2025.0
90 ridgemont ave,0,1,
900 jervis st,0,1,
9009 cornerstone mews,1,1,2025.0
901 1755 haro st,0,1,
901 jervis st,0,2,2024.0
9011 skye pl,0,2,
902 1265 beach ave,0,1,
902 1331 west georgia st,0,1,
902 720 7th ave,0,1,
903 980 seymour st,0,1,2018.0
905 4 st,0,1,
905 4th ave,0,2,
905 chilco st,0,1,2020.0
905 se 136th ave,0,1,
906 3438 vanness ave,1,1,2025.0
9061 horne st,0,1,
908 w7th ave,0,1,
909 1275 haro st,1,1,2025.0
909 e 16th ave,0,1,
909 mainland,1,1,2025.0
9098 halston ct,0,1,
910 5th ave,0,1,
910 saint andrews st,0,1,
910 victoria dr,1,1,2025.0
910 w 19th ave,0,1,2021.0
911 w 21st ave,0,1,2018.0
913 gibsons way,0,1,
914 princess ave,0,1,
9143 146a st,0,1,
9147 saturna dr,0,1,
915 tabruck ave,0,1,2020.0
916 e 11th ave,0,1,2021.0
9177 154 st,0,1,
918 commercial dr,0,2,2024.0
9188 university cres,0,1,
919 13th ave w,1,1,2025.0
919 market st,0,1,
919 station st,1,2,2025.0
919 w 13th vancouv,0,1,
9191 university cres,0,2,2018.0
920 darrell cv,0,1,
920 e hastings,0,1,
92070 gorczany park,0,1,
921 thurlow st,0,1,
9210 rue puyseaux,0,1,
9233 government st,0,1,
924 bay st,0,1,
925 bute st,0,2,2021.0
925 cardero st,1,1,2025.0
925 victoria dr,0,1,2023.0
925 w 70th ave,0,1,
925 w 70th vancouve,0,1,
928 commercial dr,0,1,
928 e broadway,1,1,2025.0
928 main st,0,2,2020.0
928 richards st,1,3,2025.0
9280 glenallan dr,0,1,
929 w 16,0,1,2020.0
930 cambie st,0,2,2018.0
930 chilco st,0,5,2024.0
930 immanual st,0,1,
9304 salish ct,0,2,
93072 wisozk lck,0,1,
931 convent pl,0,1,
9319 university cres,0,1,2018.0
933 admirals rd,0,1,
933 e hastings vancouve,0,1,
9333 sills ave,0,1,
934 stewart ave,0,1,
9343a charles st,0,1,
935 dansey,0,1,2021.0
935 e 17th ave,0,1,
935 jervis,0,1,
935 jervis st,0,1,2024.0
937 wilmer st,0,1,
938 e broadway,1,2,2025.0
938 smithe st,0,2,2024.0
9389 132 st,0,1,
939 expo blvd,1,2,2025.0
939 homer st,1,2,2025.0
939 london pl,0,1,2018.0
9393 tower rd,0,1,2021.0
940 fairfield rd,0,1,
940 queens ave,0,1,
941 salsbury dr,0,4,2018.0
942 e broadway,0,1,2023.0
943 e 10th ave,0,1,
9437 151a st,0,1,
945 139a st,0,1,
945 e 28th ave,0,1,
945 jervis st,0,1,2022.0
9450 128 st,0,1,
9456 118 st,0,1,
9456 139a st,0,1,2018.0
946 ellery st,0,1,
9460 128 st,0,1,
947 e hastings st,0,2,
947 hastings st e,0,1,2018.0
9480 128 st,0,1,
9480 menzies st,0,1,
95 e 14th ave,0,10,2021.0
95 e 1st ave,0,2,2023.0
95 e 58th ave,0,1,2018.0
95 view royal ave,0,1,
950 cambie st,0,1,
950 jervis st,0,1,
9500 erickson dr,0,2,
9500 odlin rd,0,1,
9502 erickson dr,0,1,
951 addeley st,0,1,2018.0
951 boundary rd,0,1,2024.0
951 topaz ave,0,1,
9530 willowleaf pl,0,1,
954 mcintyre rd,0,1,2021.0
955 e hastings,0,1,2023.0
955 e hastings st,0,1,
955 reunion ave,0,2,
955 w10th,0,3,
9555 128 st,0,1,2023.0
9562 126 st,0,1,
958 broadway e,1,1,2025.0
958 bute st,0,1,
958 e broadway,2,2,2025.0
9580 prince charles blvd,0,1,
959 w 19th ave,0,1,2023.0
961 haliburton st,0,1,2018.0
9611 patterson rd,0,1,2021.0
962 jervis st,0,2,
9620 120 st,0,1,
963 e 22nd ave,1,1,2025.0
963 w 19th ave,0,1,2018.0
965 lakewood dr,0,1,2024.0
965 seapearl pl,0,1,2018.0
966 37th ave e,0,1,
9660 206 st,0,1,
967 w 23rd ave,0,1,2021.0
968 kingsway,0,3,2022.0
97 1840 160 st,0,1,
97 e 7th ave,0,1,
97 w georgia,0,1,
970 saddle st,0,1,
970 tulip ave,0,1,
972 e 17th ave,0,1,
972 w 23rd ave,0,1,
9731 capella dr richmond,0,1,
975 e 11th ave,0,1,
975 w 10th,0,2,
975 w 13th ave,0,1,2023.0
975 w 14th ave,0,2,
975 w 70th ave,0,1,
976 humboldt st,0,1,
977 broughton st,0,1,2021.0
9776 130a st,0,1,
978 lehner curv,0,1,
979 easter rd,0,1,
979 levi pines,0,1,
980 seymour st,0,1,2018.0
980 w18th ave,0,1,2023.0
980 wordsley st,0,1,
9800 glenares dr,0,1,2018.0
983 e hastings st,0,1,
9830 whalley blvd,0,1,2018.0
9835 king george blvd,0,2,
984 mckenzie ave,0,1,
984 w 7th ave,0,1,2018.0
985 malaspina cres,0,1,
985 nicola st,0,1,
986 amanda radl,0,1,
986 e 10th ave,0,1,
98631 braun rue,0,1,
9868 cameron st,0,1,
9888 university cres,0,1,2024.0
989 nelson,0,1,
989b manhattan dr,0,1,
99 begin st,0,1,
990 broughton st,0,1,2018.0
990 e 8th ave,0,1,
990 e8th ave,0,1,2023.0
9903 conery cres,0,1,
9907 103 st,0,1,
991 cloverdale ave,0,1,
9937 138 st,0,1,
995 e 52 ave,0,1,2020.0
9955 140 st,0,1,
996 w 20th ave,0,1,2022.0
9981 whalley blvd,0,2,2023.0
999 carnavon st,0,1,
999 seymour st,0,2,2022.0
??,0,1,2020.0
a-1155 kingsway,0,1,2018.0
a-6644 canada way,0,1,2018.0
a-955 west 10th ave,0,1,2022.0
a275 hollywood rd s,0,1,
a4 1220 stgeorges ave n,0,1,
allen st 2,0,1,
apartment building,0,1,2022.0
apt 1,0,1,
apt 101 2145 west 2nd ave,0,1,2024.0
apt 111 2335 west 3rd ave,0,1,
apt 2 537 e 7th ave,0,1,2018.0
apt 201,0,1,2020.0
apt 201 577 east 8th ave,0,1,2021.0
b-4016 glen dr,0,1,2018.0
box 11,0,1,2020.0
box 4757,0,1,2018.0
box 714,0,1,2024.0
box 815,0,1,
bsmnt 23061 cliff ave,0,1,2023.0
bsmt 2078 west 6th,1,1,2025.0
bsmt 2846 semiamhoo trail,0,1,2020.0
bsmt 3250 quees ave,0,1,
c- 524 east 15th ave vancouver bc canada,0,1,2024.0
c-218 11th ave e,1,1,2025.0
carnegie,0,1,2018.0
chemin de polytechnique,0,1,
commercial dr,0,1,2018.0
dtes,0,1,2018.0
e 10th ave,0,1,2018.0
e 12th ave,0,1,2020.0
e 4th ave,0,1,2024.0
e121 807 east 6th ave,0,1,
e17 ave,0,1,
east 5th ave,0,1,2018.0
francis,0,1,2018.0
frasierview,0,1,2023.0
granville st,0,1,
haro st,0,1,2023.0
lakewood & 2nd,0,1,2020.0
lanark st,0,2,
month,0,1,2023.0
moving no address,0,1,2021.0
ouellette ave,0,1,
pandora st,0,1,2018.0
po box 1243,0,1,
po box 135,0,1,2018.0
po box 1684,0,1,
po box 234,0,1,
po box 370,0,1,
po box 535,0,1,
po box 56,0,1,
po box 8216,0,1,2018.0
po box 87,0,1,
rear-980 31st ave east,1,1,2025.0
saskatchewan 4,0,1,
ste#2 - 7557 canada way,0,1,2022.0
suite 102-3660 cambie st,0,1,2021.0
suite 204 306 e 6 ave,0,1,2018.0
suite 400 - 601 west broadway,0,1,2022.0
suite 801,0,1,2018.0
thôn la duy,0,1,
unit 2,0,1,
unit 207 - 1056 burnaby st,0,1,2023.0
unit 308 1344 east 1st ave,1,1,2025.0
unit 4 5740 hastings st,0,1,2024.0
unit 7 - 7325 montecito dr,0,1,2022.0
unknown,0,1,2023.0
unknown-emailed on 6-18,1,1,2025.0
upper - 1932 w 6th,0,1,2018.0
v4c 6e4,0,1,
v5e 4ka,0,1,
v5k 1 v9,0,1,
v5k 2y9_,0,1,
v5m 1x6,0,1,
v5n 1p9,0,1,
v5n 3p2,0,1,
v5p 2k3,0,1,
v5t 1n9,0,1,
v6a 0a7,0,1,
v6k 1 j5,0,1,
v8n 2z3 233 robert st,0,1,
v9b 1m9 victor,0,1,
vaness ave,0,1,2018.0
via valdieri 19,0,1,2024.0
victory ship way,0,1,
w hastings st,0,1,
w12 ave,0,1,
w13 ave,0,1,
w3rd ave,0,1,
west 28th ave,0,1,2023.0
